CleanedJuryData.csv,judge,type,code,jcp,age,gender,edu,,NOTES,,
17,JBA,criminal,NCP,NCP,39,F,15,,,,
17,JBA,criminal,NCP,NCP,29,M,15,,,,
17,JBA,criminal,NCP,NCP,30,M,17,,,,
17,JBA,criminal,NCP,NCP,40,F,14,,,,
17,JBA,criminal,NCP,NCP,58,F,19,,,,
18,PCD,criminal,J,NCP,49,M,12,,,,
18,PCD,criminal,J,NCP,56,M,12,,,,
18,PCD,criminal,PD,NCP,44,F,16,,,,
18,PCD,criminal,PP,NCP,70,M,14,,,,
18,PCD,criminal,J,NCP,30,F,13,,,,
18,PCD,criminal,PD,NCP,45,M,14,,,,
18,PCD,criminal,CP,CP,37,F,14,,,,
18,PCD,criminal,J,NCP,52,F,13,,,,
18,PCD,criminal,J,NCP,52,M,12,,,,
18,PCD,criminal,CP,CP,22,M,16,,,,
18,PCD,criminal,CP,CP,28,M,16,,,,
18,PCD,criminal,PD,NCP,45,M,12,,,,
18,PCD,criminal,PD,NCP,32,M,15,,,,
18,PCD,criminal,J,NCP,56,M,17,,,,
18,PCD,criminal,J,NCP,67,F,18,,,,
18,PCD,criminal,J,NCP,67,F,12,,,,
18,PCD,criminal,J,NCP,64,M,17,,,,
18,PCD,criminal,J,NCP,37,F,15,,,,
18,PCD,criminal,J,NCP,61,F,15,,,,
18,PCD,criminal,CP,CP,62,M,16,,,,
18,PCD,criminal,CP,CP,37,M,13,,,,
18,PCD,criminal,J,NCP,38,F,16,,,,
18,PCD,criminal,PPPD,NCP,45,F,13,,,,
18,PCD,criminal,J,NCP,55,M,16,,,,
18,PCD,criminal,PP,NCP,58,F,12,,,,
18,PCD,criminal,PD,NCP,55,F,14,,,,
18,PCD,criminal,J,NCP,51,F,20,,,,
18,PCD,criminal,PD,NCP,51,M,16,,,,
18,PCD,criminal,PD,NCP,34,F,14,,,,
18,PCD,criminal,PD,NCP,38,M,18,,,,
18,PCD,criminal,CP,CP,45,F,12,,,,
18,PCD,criminal,J,NCP,51,F,18,,,,
18,PCD,criminal,PP,NCP,44,F,12,,,,
18,PCD,criminal,CP,CP,69,F,16,,,,
18,PCD,criminal,CP,CP,39,F,15,,,,
18,PCD,criminal,CP,CP,27,M,16,,,,
18,PCD,criminal,PPPD,NCP,56,F,16,,,,
18,PCD,criminal,NCP,NCP,41,M,14,,,,
18,PCD,criminal,NCP,NCP,26,F,19,,,,
18,PCD,criminal,NCP,NCP,46,F,14,,,,
18,PCD,criminal,NCP,NCP,28,M,13,,,,
18,PCD,criminal,NCP,NCP,48,M,16,,,,
18,PCD,criminal,NCP,NCP,44,M,18,,,,
18,PCD,criminal,NCP,NCP,54,F,12,,,,
18,PCD,criminal,CP,CP,66,M,12,,,,
18,PCD,criminal,NCP,NCP,59,M,18,,,,
18,PCD,criminal,NCP,NCP,40,M,14,,,,
18,PCD,criminal,NCP,NCP,46,F,14,,,,
18,PCD,criminal,NCP,NCP,64,F,18,,,,
18,PCD,criminal,NCP,NCP,63,M,20,,,,
18,PCD,criminal,NCP,NCP,41,F,22,,,,
18,PCD,criminal,NCP,NCP,51,M,13,,,,
18,PCD,criminal,NCP,NCP,48,F,12,,,,
18,PCD,criminal,NCP,NCP,63,F,12,,,,
18,PCD,criminal,NCP,NCP,43,M,19,,,,
18,PCD,criminal,CP,CP,52,F,14,,,,
18,PCD,criminal,NCP,NCP,29,F,16,,,,
18,PCD,criminal,NCP,NCP,59,M,19,,,,
18,PCD,criminal,CP,CP,40,F,18,,,,
18,PCD,criminal,NCP,NCP,45,F,14,,,,
18,PCD,criminal,NCP,NCP,38,F,15,,,,
18,PCD,criminal,NCP,NCP,44,F,16,,,,
18,PCD,criminal,NCP,NCP,43,F,16,,,,
18,PCD,criminal,NCP,NCP,58,M,15,,,,
18,PCD,criminal,NCP,NCP,64,F,18,,,,
18,PCD,criminal,NCP,NCP,24,M,16,,,,
18,PCD,criminal,NCP,NCP,58,F,16,,,,
18,PCD,criminal,NCP,NCP,32,M,16,,,,
18,PCD,criminal,NCP,NCP,45,F,13,,,,
18,PCD,criminal,NCP,NCP,51,F,16,,,,
18,PCD,criminal,NCP,NCP,37,M,20,,,,
18,PCD,criminal,CP,CP,54,F,22,,,,
19,SRU,criminal,CP,CP,51,M,17,,,,
19,SRU,criminal,PP,NCP,23,M,16,,,,
19,SRU,criminal,CP,CP,55,F,18,,,,
19,SRU,criminal,PD,NCP,55,M,16,,,,
19,SRU,criminal,CP,CP,53,M,18,,,,
19,SRU,criminal,J,NCP,62,M,21,,,,
19,SRU,criminal,PD,NCP,53,F,22,,,,
19,SRU,criminal,J,NCP,53,F,14,,,,
19,SRU,criminal,J,NCP,65,M,12,,,,
19,SRU,criminal,PD,NCP,49,F,18,,,,
19,SRU,criminal,CP,CP,54,F,12,,,,
19,SRU,criminal,PD,NCP,29,F,16,,,,
19,SRU,criminal,CP,CP,58,F,14,,,,
19,SRU,criminal,J,NCP,60,F,14,,,,
19,SRU,criminal,J,NCP,69,M,12,,,,
19,SRU,criminal,PP,NCP,29,M,21,,,,
19,SRU,criminal,CP,CP,52,F,16,,,,
19,SRU,criminal,PD,NCP,27,M,15,,,,
19,SRU,criminal,PP,NCP,27,F,13,,,,
19,SRU,criminal,PD,NCP,66,M,8,,,,
19,SRU,criminal,CP,CP,30,F,12,,,,
19,SRU,criminal,J,NCP,49,M,12,,,,
19,SRU,criminal,CP,CP,71,M,11,,,,
19,SRU,criminal,PD,NCP,59,F,13,,,,
19,SRU,criminal,CP,CP,55,F,16,,,,
19,SRU,criminal,PD,NCP,63,F,18,,,,
19,SRU,criminal,CP,CP,66,M,16,,,,
19,SRU,criminal,CP,CP,27,M,16,,,,
19,SRU,criminal,PP,NCP,69,F,16,,,,
19,SRU,criminal,J,NCP,43,F,22,,,,
19,SRU,criminal,CP,CP,47,F,13,,,,
19,SRU,criminal,CP,CP,40,F,16,,,,
19,SRU,criminal,CP,CP,58,M,16,,,,
19,SRU,criminal,J,NCP,48,M,15,,,,
19,SRU,criminal,J,NCP,65,M,14,,,,
19,SRU,criminal,PP,NCP,31,F,17,,,,
19,SRU,criminal,J,NCP,40,M,16,,,,
19,SRU,criminal,CP,CP,53,F,13,,,,
19,SRU,criminal,J,NCP,51,M,18,,,,
19,SRU,criminal,J,NCP,58,F,18,,,,
19,SRU,criminal,J,NCP,42,F,19,,,,
19,SRU,criminal,PD,NCP,56,F,17,,,,
19,SRU,criminal,J,NCP,51,M,16,,,,
19,SRU,criminal,CP,CP,55,F,22,,,,
19,SRU,criminal,PD,NCP,27,F,16,,,,
19,SRU,criminal,PP,NCP,55,F,8,,,,
19,SRU,criminal,NI,NI,57,M,10,,,,
19,SRU,criminal,NI,NI,45,M,22,,,,
19,SRU,criminal,NI,NI,33,M,16,,,,
19,SRU,criminal,NI,NI,31,M,13,,,,
19,SRU,criminal,NI,NI,23,F,16,,,,
19,SRU,criminal,NI,NI,61,M,19,,,,
19,SRU,criminal,NI,NI,61,M,10,,,,
19,SRU,criminal,NI,NI,68,M,20,,,,
19,SRU,criminal,NI,NI,49,M,22,,,,
19,SRU,criminal,NI,NI,40,F,16,,,,
19,SRU,criminal,NI,NI,37,F,18,,,,
19,SRU,criminal,NI,NI,37,M,12,,,,
19,SRU,criminal,NI,NI,21,M,15,,,,
19,SRU,criminal,NI,NI,50,F,13,,,,
19,SRU,criminal,NI,NI,67,M,18,,,,
19,SRU,criminal,NI,NI,47,F,14,,,,
19,SRU,criminal,NI,NI,55,F,12,,,,
19,SRU,criminal,NI,NI,30,F,18,,,,
20,SRU,criminal,CP,CP,57,M,12,,,,
20,SRU,criminal,PP,NCP,49,F,22,,,,
20,SRU,criminal,J,NCP,63,M,16,,,,
20,SRU,criminal,PD,NCP,62,M,17,,,,
20,SRU,criminal,J,NCP,52,M,18,,,,
20,SRU,criminal,J,NCP,25,F,16,,,,
20,SRU,criminal,CP,CP,45,M,18,,,,
20,SRU,criminal,PP,NCP,32,M,12,,,,
20,SRU,criminal,CP,CP,64,M,22,,,,
20,SRU,criminal,CP,CP,65,F,12,,,,
20,SRU,criminal,PP,NCP,57,F,18,,,,
20,SRU,criminal,J,NCP,51,F,17,,,,
20,SRU,criminal,CP,CP,29,M,18,,,,
20,SRU,criminal,J,NCP,45,F,17,,,,
20,SRU,criminal,PD,NCP,40,F,16,,,,
20,SRU,criminal,CP,CP,60,F,10,,,,
20,SRU,criminal,CP,CP,60,M,12,,,,
20,SRU,criminal,CP,CP,40,M,13,,,,
20,SRU,criminal,J,NCP,56,F,14,,,,
20,SRU,criminal,PP,NCP,27,M,14,,,,
20,SRU,criminal,CP,CP,45,M,18,,,,
20,SRU,criminal,CP,CP,51,F,16,,,,
20,SRU,criminal,CP,CP,50,F,12,,,,
20,SRU,criminal,CP,CP,38,M,16,,,,
20,SRU,criminal,CP,CP,35,M,15,,,,
20,SRU,criminal,CP,CP,54,M,13,,,,
20,SRU,criminal,CP,CP,34,M,16,,,,
20,SRU,criminal,J,NCP,51,M,14,,,,
20,SRU,criminal,PD,NCP,46,M,16,,,,
20,SRU,criminal,PP,NCP,66,F,13,,,,
20,SRU,criminal,J,NCP,49,F,12,,,,
20,SRU,criminal,PD,NCP,58,F,16,,,,
20,SRU,criminal,PD,NCP,61,F,6,,,,
20,SRU,criminal,CP,CP,62,F,19,,,,
20,SRU,criminal,PD,NCP,49,M,12,,,,
20,SRU,criminal,PP,NCP,51,F,17,,,,
20,SRU,criminal,PD,NCP,56,M,19,,,,
20,SRU,criminal,PD,NCP,52,M,21,,,,
20,SRU,criminal,J,NCP,54,M,20,,,,
20,SRU,criminal,CP,CP,60,M,10,,,,
20,SRU,criminal,J,NCP,43,M,16,,,,
20,SRU,criminal,PD,NCP,52,M,18,,,,
20,SRU,criminal,PD,NCP,43,F,22,,,,
20,SRU,criminal,J,NCP,37,M,14,,,,
20,SRU,criminal,CP,CP,49,F,16,,,,
20,SRU,criminal,CP,CP,54,M,20,,,,
20,SRU,criminal,PP,NCP,53,F,12,,,,
20,SRU,criminal,CP,CP,37,F,16,,,,
20,SRU,criminal,J,NCP,68,M,12,,,,
20,SRU,criminal,J,NCP,67,M,18,,,,
20,SRU,criminal,NCP,NCP,27,M,16,,,,
20,SRU,criminal,CP,CP,61,M,18,,,,
20,SRU,criminal,NCP,NCP,20,M,14,,,,
20,SRU,criminal,NCP,NCP,58,F,14,,,,
20,SRU,criminal,NCP,NCP,69,F,16,,,,
20,SRU,criminal,NCP,NCP,55,F,15,,,,
20,SRU,criminal,NCP,NCP,45,F,14,,,,
20,SRU,criminal,NCP,NCP,65,M,14,,,,
20,SRU,criminal,CP,CP,66,F,14,,,,
20,SRU,criminal,NCP,NCP,24,M,17,,,,
20,SRU,criminal,NCP,NCP,59,M,17,,,,
20,SRU,criminal,CP,CP,37,F,22,,,,
20,SRU,criminal,CP,CP,52,F,16,,,,
20,SRU,criminal,NCP,NCP,51,M,17,,,,
20,SRU,criminal,NCP,NCP,34,F,13,,,,
20,SRU,criminal,NCP,NCP,51,M,16,,,,
20,SRU,criminal,NCP,NCP,37,F,15,,,,
20,SRU,criminal,NI,NI,23,M,15,,,,
20,SRU,criminal,NI,NI,43,F,13,,,,
20,SRU,criminal,NI,NI,58,M,15,,,,
20,SRU,criminal,NI,NI,48,F,14,,,,
20,SRU,criminal,NI,NI,64,M,12,,,,
20,SRU,criminal,NI,NI,56,F,12,,,,
20,SRU,criminal,NI,NI,56,F,15,,,,
20,SRU,criminal,NI,NI,52,F,17,,,,
20,SRU,criminal,NI,NI,63,F,16,,,,
20,SRU,criminal,NI,NI,53,M,14,,,,
20,SRU,criminal,NI,NI,36,M,12,,,,
20,SRU,criminal,NI,NI,52,F,15,,,,
20,SRU,criminal,NI,NI,56,F,12,,,,
20,SRU,criminal,NI,NI,68,M,16,,,,
20,SRU,criminal,NI,NI,25,F,16,,,,
20,SRU,criminal,NI,NI,57,M,20,,,,
20,SRU,criminal,NI,NI,37,F,12,,,,
20,SRU,criminal,NI,NI,53,M,12,,,,
20,SRU,criminal,NI,NI,33,M,16,,,,
20,SRU,criminal,NI,NI,79,M,19,,,,
20,SRU,criminal,NI,NI,38,M,12,,,,
20,SRU,criminal,NI,NI,51,M,17,,,,
20,SRU,criminal,NI,NI,42,M,18,,,,
20,SRU,criminal,NI,NI,44,M,14,,,,
20,SRU,criminal,NI,NI,56,M,18,,,,
20,SRU,criminal,NI,NI,54,F,16,,,,
20,SRU,criminal,NI,NI,59,F,16,,,,
20,SRU,criminal,NI,NI,31,F,16,,,,
20,SRU,criminal,NI,NI,50,F,16,,,,
20,SRU,criminal,NI,NI,48,M,14,,,,
20,SRU,criminal,NI,NI,38,M,13,,,,
20,SRU,criminal,NI,NI,41,M,20,,,,
20,SRU,criminal,NI,NI,35,M,16,,,,
21,PCD,criminal,J,NCP,47,F,19,,,,
21,PCD,criminal,PD,NCP,51,M,22,,,,
21,PCD,criminal,PD,NCP,41,F,14,,,,
21,PCD,criminal,J,NCP,43,F,18,,,,
21,PCD,criminal,J,NCP,49,F,17,,,,
21,PCD,criminal,PD,NCP,61,F,13,,,,
21,PCD,criminal,PD,NCP,37,M,14,,,,
21,PCD,criminal,J,NCP,43,F,16,,,,
21,PCD,criminal,CP,CP,62,F,8,,,,
21,PCD,criminal,PP,NCP,34,F,13,,,,
21,PCD,criminal,J,NCP,49,F,13,,,,
21,PCD,criminal,J,NCP,55,M,12,,,,
21,PCD,criminal,PPPD,NCP,46,M,16,,,,
21,PCD,criminal,PP,NCP,24,M,13,,,,
21,PCD,criminal,J,NCP,51,M,11,,,,
21,PCD,criminal,PD,NCP,40,M,14,,,,
21,PCD,criminal,PD,NCP,59,F,15,,,,
21,PCD,criminal,CP,CP,30,M,17,,,,
21,PCD,criminal,J,NCP,53,M,12,,,,
21,PCD,criminal,PD,NCP,52,M,13,,,,
21,PCD,criminal,J,NCP,43,F,13,,,,
21,PCD,criminal,CP,CP,50,F,15,,,,
21,PCD,criminal,J,NCP,63,F,12,,,,
21,PCD,criminal,PP,NCP,46,F,15,,,,
21,PCD,criminal,CP,CP,45,F,12,,,,
21,PCD,criminal,CP,CP,58,F,12,,,,
21,PCD,criminal,PP,NCP,51,M,22,,,,
21,PCD,criminal,CP,CP,35,M,16,,,,
21,PCD,criminal,PP,NCP,49,F,15,,,,
21,PCD,criminal,PD,NCP,36,M,16,,,,
21,PCD,criminal,J,NCP,52,M,16,,,,
21,PCD,criminal,PD,NCP,65,M,12,,,,
21,PCD,criminal,J,NCP,32,M,12,,,,
21,PCD,criminal,J,NCP,45,F,13,,,,
21,PCD,criminal,J,NCP,51,F,18,,,,
21,PCD,criminal,PD,NCP,32,M,16,,,,
21,PCD,criminal,PD,NCP,71,M,7,,,,
21,PCD,criminal,PP,NCP,23,F,17,,,,
21,PCD,criminal,J,NCP,55,F,12,,,,
21,PCD,criminal,J,NCP,42,M,12,,,,
21,PCD,criminal,NI,NI,53,F,14,,,,
21,PCD,criminal,NI,NI,52,F,12,,,,
21,PCD,criminal,NI,NI,59,M,12,,,,
21,PCD,criminal,NI,NI,47,M,16,,,,
21,PCD,criminal,NI,NI,41,F,12,,,,
21,PCD,criminal,NI,NI,25,M,14,,,,
21,PCD,criminal,NI,NI,54,M,12,,,,
21,PCD,criminal,NI,NI,53,F,12,,,,
21,PCD,criminal,NI,NI,66,M,16,,,,
21,PCD,criminal,NI,NI,25,F,16,,,,
21,PCD,criminal,NI,NI,43,M,12,,,,
21,PCD,criminal,NI,NI,67,M,12,,,,
21,PCD,criminal,NI,NI,51,M,12,,,,
21,PCD,criminal,NI,NI,26,F,12,,,,
21,PCD,criminal,NI,NI,49,M,13,,,,
21,PCD,criminal,NI,NI,45,M,14,,,,
21,PCD,criminal,NI,NI,66,M,22,,,,
21,PCD,criminal,NI,NI,22,F,15,,,,
22,PCD,criminal,PP,NCP,40,F,16,,,,
22,PCD,criminal,J,NCP,48,F,16,,,,
22,PCD,criminal,PD,NCP,61,M,14,,,,
22,PCD,criminal,J,NCP,40,M,14,,,,
22,PCD,criminal,J,NCP,27,M,18,,,,
22,PCD,criminal,J,NCP,58,F,14,,,,
22,PCD,criminal,J,NCP,23,F,12,,,,
22,PCD,criminal,J,NCP,37,F,18,,,,
22,PCD,criminal,J,NCP,44,F,14,,,,
22,PCD,criminal,PP,NCP,44,F,15,,,,
22,PCD,criminal,J,NCP,56,M,18,,,,
22,PCD,criminal,PP,NCP,34,M,17,,,,
22,PCD,criminal,J,NCP,52,M,20,,,,
22,PCD,criminal,PP,NCP,34,M,18,,,,
22,PCD,criminal,J,NCP,45,F,16,,,,
22,PCD,criminal,PD,NCP,53,M,18,,,,
22,PCD,criminal,PD,NCP,38,M,12,,,,
22,PCD,criminal,J,NCP,56,F,19,,,,
22,PCD,criminal,J,NCP,51,F,22,,,,
22,PCD,criminal,PD,NCP,65,M,12,,,,
22,PCD,criminal,CP,CP,32,F,16,,,,
22,PCD,criminal,PD,NCP,62,M,16,,,,
22,PCD,criminal,J,NCP,48,M,12,,,,
22,PCD,criminal,PP,NCP,53,F,9,,,,
22,PCD,criminal,PD,NCP,62,M,12,,,,
22,PCD,criminal,PP,NCP,31,M,22,,,,
22,PCD,criminal,J,NCP,40,M,16,,,,
22,PCD,criminal,PD,NCP,45,F,14,,,,
22,PCD,criminal,PD,NCP,42,M,12,,,,
22,PCD,criminal,J,NCP,52,F,14,,,,
22,PCD,criminal,CP,CP,32,M,14,,,,
22,PCD,criminal,PD,NCP,59,M,12,,,,
22,PCD,criminal,J,NCP,24,F,16,,,,
22,PCD,criminal,CP,CP,38,M,11,,,,
22,PCD,criminal,PP,NCP,50,F,13,,,,
22,PCD,criminal,CP,CP,28,M,14,,,,
22,PCD,criminal,PD,NCP,46,M,13,,,,
22,PCD,criminal,CP,CP,52,M,16,,,,
22,PCD,criminal,NCP,NCP,62,F,10,,,,
22,PCD,criminal,NCP,NCP,58,F,16,,,,
22,PCD,criminal,CP,CP,52,M,12,,,,
22,PCD,criminal,CP,CP,22,M,16,,,,
22,PCD,criminal,NCP,NCP,51,F,13,,,,
22,PCD,criminal,NCP,NCP,45,M,11,,,,
22,PCD,criminal,NCP,NCP,53,M,16,,,,
22,PCD,criminal,NCP,NCP,42,M,16,,,,
22,PCD,criminal,NCP,NCP,61,F,20,,,,
22,PCD,criminal,NCP,NCP,30,F,22,,,,
22,PCD,criminal,CP,CP,40,F,17,,,,
22,PCD,criminal,NCP,NCP,38,M,15,,,,
22,PCD,criminal,NCP,NCP,63,F,12,,,,
22,PCD,criminal,NCP,NCP,28,F,12,,,,
22,PCD,criminal,NCP,NCP,62,F,15,,,,
22,PCD,criminal,NCP,NCP,65,M,16,,,,
22,PCD,criminal,NCP,NCP,50,F,14,,,,
22,PCD,criminal,NCP,NCP,59,M,15,,,,
22,PCD,criminal,NCP,NCP,39,F,13,,,,
22,PCD,criminal,CP,CP,31,F,18,,,,
22,PCD,criminal,NCP,NCP,46,F,15,,,,
22,PCD,criminal,NCP,NCP,45,F,13,,,,
22,PCD,criminal,NCP,NCP,58,F,14,,,,
22,PCD,criminal,NCP,NCP,39,M,17,,,,
22,PCD,criminal,NCP,NCP,47,F,12,,,,
22,PCD,criminal,NCP,NCP,52,M,14,,,,
22,PCD,criminal,CP,CP,41,M,12,,,,
22,PCD,criminal,NCP,NCP,38,F,12,,,,
22,PCD,criminal,NCP,NCP,56,M,14,,,,
22,PCD,criminal,NCP,NCP,55,F,12,,,,
22,PCD,criminal,NCP,NCP,57,F,13,,,,
22,PCD,criminal,NCP,NCP,51,F,17,,,,
22,PCD,criminal,NCP,NCP,35,M,21,,,,
22,PCD,criminal,NCP,NCP,30,F,16,,,,
22,PCD,criminal,NCP,NCP,52,M,15,,,,
22,PCD,criminal,NCP,NCP,41,M,12,,,,
22,PCD,criminal,NCP,NCP,23,M,16,,,,
22,PCD,criminal,NCP,NCP,46,M,13,,,,
22,PCD,criminal,NCP,NCP,41,M,16,,,,
22,PCD,criminal,NCP,NCP,52,F,14,,,,
22,PCD,criminal,NCP,NCP,50,M,22,,,,
22,PCD,criminal,NCP,NCP,26,M,17,,,,
22,PCD,criminal,NCP,NCP,35,F,17,,,,
22,PCD,criminal,NCP,NCP,57,F,12,,,,
22,PCD,criminal,NCP,NCP,37,M,14,,,,
22,PCD,criminal,NCP,NCP,46,F,16,,,,
22,PCD,criminal,NCP,NCP,48,F,17,,,,
53,PCD,civil,PP,NCP,41,M,17,,,,
53,PCD,civil,PP,NCP,46,F,12,,,,
53,PCD,civil,PD,NCP,41,F,22,,,,
53,PCD,civil,J,NCP,43,F,14,,,,
53,PCD,civil,J,NCP,50,M,17,,,,
53,PCD,civil,CP,CP,24,M,18,,,,
53,PCD,civil,PD,NCP,49,M,13,,,,
53,PCD,civil,CP,CP,36,F,13,,,,
53,PCD,civil,CP,CP,76,F,10,,,,
53,PCD,civil,CP,CP,45,M,14,,,,
53,PCD,civil,PD,NCP,54,F,20,,,,
53,PCD,civil,PP,NCP,56,M,14,,,,
53,PCD,civil,PP,NCP,53,M,13,,,,
53,PCD,civil,J,NCP,32,M,18,,,,
53,PCD,civil,J,NCP,23,F,14,,,,
53,PCD,civil,CP,CP,25,M,12,,,,
53,PCD,civil,J,NCP,61,M,14,,,,
53,PCD,civil,J,NCP,68,F,11,,,,
53,PCD,civil,J,NCP,65,M,19,,,,
53,PCD,civil,J,NCP,55,M,15,,,,
53,PCD,civil,J,NCP,42,M,22,,,,
53,PCD,civil,J,NCP,48,M,16,,,,
53,PCD,civil,J,NCP,62,M,15,,,,
53,PCD,civil,NI,NI,56,M,12,,,,
53,PCD,civil,NI,NI,61,M,15,,,,
53,PCD,civil,NI,NI,43,M,16,,,,
53,PCD,civil,NI,NI,46,F,14,,,,
53,PCD,civil,NI,NI,59,M,17,,,,
53,PCD,civil,NI,NI,35,M,13,,,,
53,PCD,civil,NI,NI,50,M,16,,,,
53,PCD,civil,NI,NI,53,M,16,,,,
53,PCD,civil,NI,NI,72,M,22,,,,
53,PCD,civil,NI,NI,55,M,12,,,,
53,PCD,civil,NI,NI,61,F,12,,,,
53,PCD,civil,NI,NI,31,M,12,,,,
53,PCD,civil,NI,NI,65,M,13,,,,
53,PCD,civil,NI,NI,22,M,16,,,,
53,PCD,civil,NI,NI,21,M,13,,,,
53,PCD,civil,NI,NI,53,M,18,,,,
53,PCD,civil,NI,NI,34,F,14,,,,
53,PCD,civil,NI,NI,59,F,12,,,,
53,PCD,civil,NI,NI,34,F,18,,,,
53,PCD,civil,NI,NI,24,M,15,,,,
53,PCD,civil,NI,NI,40,F,12,,,,
53,PCD,civil,NI,NI,59,M,22,,,,
53,PCD,civil,NI,NI,55,F,16,,,,
53,PCD,civil,NI,NI,51,M,22,,,,
53,PCD,civil,NI,NI,32,F,16,,,,
53,PCD,civil,NI,NI,41,F,16,,,,
53,PCD,civil,NI,NI,46,F,12,,,,
53,PCD,civil,NI,NI,23,M,14,,,,
31,SRU,civil,PP,NCP,42,F,17,,,,
31,SRU,civil,CP,CP,50,M,17,,,,
31,SRU,civil,CP,CP,42,M,16,,,,
31,SRU,civil,CP,CP,51,F,13,,,,
31,SRU,civil,CP,CP,39,M,14,,,,
31,SRU,civil,CP,CP,21,F,15,,,,
31,SRU,civil,PP,NCP,48,M,20,,,,
31,SRU,civil,J,NCP,51,F,12,,,,
31,SRU,civil,J,NCP,56,F,12,,,,
31,SRU,civil,CP,CP,32,M,14,,,,
31,SRU,civil,CP,CP,46,F,16,,,,
31,SRU,civil,J,NCP,44,F,12,,,,
31,SRU,civil,CP,CP,49,F,17,,,,
31,SRU,civil,PD,NCP,64,F,18,,,,
31,SRU,civil,PD,NCP,66,F,19,,,,
31,SRU,civil,CP,CP,45,F,16,,,,
31,SRU,civil,CP,CP,52,M,18,,,,
31,SRU,civil,PD,NCP,27,F,19,,,,
31,SRU,civil,J,NCP,32,F,14,,,,
31,SRU,civil,PP,NCP,28,F,18,,,,
31,SRU,civil,J,NCP,26,M,16,,,,
31,SRU,civil,J,NCP,54,F,14,,,,
31,SRU,civil,PP,NCP,37,M,16,,,,
31,SRU,civil,CP,CP,65,F,12,,,,
31,SRU,civil,PD,NCP,30,F,15,,,,
31,SRU,civil,CP,CP,28,M,17,,,,
31,SRU,civil,CP,CP,23,M,14,,,,
31,SRU,civil,CP,CP,65,M,17,,,,
31,SRU,civil,CP,CP,41,M,12,,,,
31,SRU,civil,J,NCP,55,F,14,,,,
31,SRU,civil,NI,NI,58,M,19,,,,
31,SRU,civil,NI,NI,39,M,19,,,,
31,SRU,civil,NI,NI,35,M,19,,,,
31,SRU,civil,NI,NI,48,F,12,,,,
31,SRU,civil,NI,NI,53,F,12,,,,
31,SRU,civil,NI,NI,41,M,12,,,,
31,SRU,civil,NI,NI,44,F,16,,,,
31,SRU,civil,NI,NI,60,M,16,,,,
31,SRU,civil,NI,NI,48,M,19,,,,
31,SRU,civil,NI,NI,56,F,14,,,,
31,SRU,civil,NI,NI,42,M,18,,,,
31,SRU,civil,NI,NI,47,M,18,,,,
31,SRU,civil,NI,NI,43,M,19,,,,
31,SRU,civil,NI,NI,60,F,12,,,,
31,SRU,civil,NI,NI,45,F,14,,,,
31,SRU,civil,NI,NI,57,F,18,,,,
31,SRU,civil,NI,NI,49,M,14,,,,
31,SRU,civil,NI,NI,53,M,12,,,,
31,SRU,civil,NI,NI,57,M,16,,,,
31,SRU,civil,NI,NI,70,M,12,,,,
31,SRU,civil,NI,NI,52,F,12,,,,
31,SRU,civil,NI,NI,45,M,12,,,,
31,SRU,civil,NI,NI,53,M,16,,,,
31,SRU,civil,NI,NI,67,M,16,,,,
31,SRU,civil,NI,NI,49,M,16,,,,
31,SRU,civil,NI,NI,48,F,18,,,,
31,SRU,civil,NI,NI,40,M,13,,,,
31,SRU,civil,NI,NI,47,F,12,,,,
31,SRU,civil,NI,NI,45,M,17,,,,
54,GLG,civil,J,NCP,39,M,16,,,,
54,GLG,civil,J,NCP,30,M,16,,,,
54,GLG,civil,CP,CP,57,F,14,,,,
54,GLG,civil,J,NCP,20,M,11,,,,
54,GLG,civil,J,NCP,47,F,16,,,,
54,GLG,civil,J,NCP,47,M,14,,,,
54,GLG,civil,PD,NCP,51,F,16,,,,
54,GLG,civil,J,NCP,42,M,14,,,,
54,GLG,civil,J,NCP,47,F,14,,,,
54,GLG,civil,CP,CP,41,M,19,,,,
54,GLG,civil,J,NCP,37,M,13,,,,
54,GLG,civil,J,NCP,34,F,14,,,,
54,GLG,civil,J,NCP,34,F,22,,,,
54,GLG,civil,J,NCP,63,M,13,,,,
54,GLG,civil,CP,CP,49,F,16,,,,
54,GLG,civil,CP,CP,50,M,16,,,,
54,GLG,civil,J,NCP,52,F,20,,,,
54,GLG,civil,J,NCP,43,F,18,,,,
54,GLG,civil,J,NCP,61,M,12,,,,
54,GLG,civil,J,NCP,41,F,12,,,,
54,GLG,civil,J,NCP,40,M,22,,,,
54,GLG,civil,J,NCP,47,M,16,,,,
54,GLG,civil,J,NCP,48,F,15,,,,
54,GLG,civil,J,NCP,40,M,13,,,,
54,GLG,civil,CP,CP,65,M,14,,,,
54,GLG,civil,PP,NCP,69,F,22,,,,
54,GLG,civil,PPPD,NCP,65,M,7,,,,
54,GLG,civil,J,NCP,60,M,14,,,,
54,GLG,civil,CP,CP,69,M,12,,,,
54,GLG,civil,J,NCP,62,F,12,,,,
54,GLG,civil,CP,CP,44,M,18,,,,
54,GLG,civil,PP,NCP,54,M,14,,,,
54,GLG,civil,PD,NCP,62,M,20,,,,
54,GLG,civil,PD,NCP,53,M,14,,,,
54,GLG,civil,PP,NCP,67,M,20,,,,
54,GLG,civil,CP,CP,37,M,12,,,,
54,GLG,civil,J,NCP,41,M,19,,,,
